,Median Age,Median Male Age,Median Female Age,Population,White Population,Black Population,Native American Population,Asian Population,Hispanic Population,Education None,Education High School,Education GED,Education Associates,Education Bachelors,Education Masters,Education Professional,Education Doctorate,Poverty,Household Income,Income Per Capita,Employment Labor Force,Employment Unemployed,Median Gross Rent,Median Home Value,zipcode,lat,lng,city,state,Google_URL,Count
366,41.6,39.7,48,7685,6428,1046,11,12,255,106,1505,805,261,697,233,51,28,584,43061,18894,2448,154,629,145000,25813,37.761846,-81.101871,BEAVER,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.761846,-81.101871&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",151
367,39.4,37.2,39.8,766,766,0,0,0,0,0,264,0,82,31,0,0,0,242,41250,16945,246,20,,81700,25817,37.758442,-81.397501,BOLT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.758442,-81.397501&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",125
368,56.1,34.3,57.3,278,278,0,0,0,0,0,73,0,0,70,13,0,0,19,67730,27629,188,0,,159000,25818,37.860276,-81.191992,BRADLEY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.860276,-81.191992&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",148
369,42.8,46.3,42.2,580,574,0,0,0,0,24,114,18,0,6,6,0,0,322,26429,11479,68,0,,70000,25820,37.515101,-81.162702,CAMP CREEK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.515101,-81.162702&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",173
370,45.2,52.2,44.3,2344,2224,59,0,0,88,14,704,152,109,95,0,0,0,428,35882,16344,724,46,618,83900,25823,37.661591,-81.210671,COAL CITY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.661591,-81.210671&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",159
371,43.3,42.2,46,2653,2628,0,0,0,25,0,558,107,187,200,67,59,0,427,56154,33928,1253,89,703,107500,25825,37.644282,-81.082976,COOL RIDGE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.644282,-81.082976&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",180
372,26.9,26.9,35,169,169,0,0,0,0,0,88,0,16,15,0,0,0,29,86500,38036,106,0,,82400,25826,37.574891,-81.356758,CORINNE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.574891,-81.356758&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",136
373,51.7,49.7,52.9,2531,2527,0,4,0,12,0,720,94,166,173,148,0,0,447,40449,19956,897,34,804,105100,25827,37.739101,-81.254768,CRAB ORCHARD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.739101,-81.254768&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",142
374,52,51.1,52.8,1351,1351,0,0,0,14,17,500,31,29,15,14,0,0,216,37628,17064,291,40,656,88300,25831,37.959313,-80.930792,DANESE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.959313,-80.930792&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",131
375,39.7,39.6,41.5,4462,4281,18,0,149,0,2,995,60,246,515,406,107,63,196,61332,32672,1746,72,,141500,25832,37.715324,-81.118819,DANIELS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.715324,-81.118819&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",166
376,30.6,26,54.7,683,683,0,0,0,0,0,179,49,0,21,0,0,0,241,26088,11944,277,101,,57900,25836,37.774944,-81.278687,ECCLES,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.774944,-81.278687&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",133
377,26.9,22.4,30.3,294,294,0,0,0,0,0,144,0,0,0,0,0,0,63,29417,13164,105,10,,61300,25837,38.048142,-81.011901,EDMOND,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.048142,-81.011901&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",138
378,29,27.7,32.8,563,563,0,0,0,0,0,118,0,18,20,0,0,0,53,68229,22924,241,18,,130500,25839,37.778207,-81.387207,FAIRDALE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.778207,-81.387207&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",122
379,47.2,47.2,47.2,7472,7199,180,4,0,31,0,1545,715,452,941,358,70,14,1200,37892,23255,3167,106,680,95200,25840,38.042891,-81.122665,FAYETTEVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.042891,-81.122665&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",146
380,41.9,45.1,41.4,699,634,43,0,0,22,0,162,93,34,45,11,0,0,118,37188,18224,315,40,,112000,25841,37.560685,-81.09243,FLAT TOP,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.560685,-81.09243&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",172
381,45.4,45.9,43.4,787,787,0,0,0,0,0,237,0,16,171,14,0,0,303,41696,31412,258,0,,,25843,37.609609,-81.118411,GHENT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.609609,-81.118411&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",161
382,39.8,43.4,31.1,1601,1601,0,0,0,0,0,430,14,50,82,26,0,0,291,40313,15245,349,12,,66400,25844,37.800275,-81.383269,GLEN DANIEL,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.800275,-81.383269&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",116
383,44.5,41.4,44.8,771,771,0,0,0,0,0,286,12,0,47,0,0,0,139,34188,21210,267,25,,59300,25845,37.695336,-81.525185,GLEN FORK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.695336,-81.525185&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",148
384,41.3,37,47.3,387,121,266,0,0,0,0,162,0,8,13,0,0,0,173,20750,11413,44,0,,176500,25846,37.906328,-81.132507,GLEN JEAN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.906328,-81.132507&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",153
385,30.2,13.2,37.6,541,541,0,0,0,0,8,159,0,0,22,5,0,0,198,18050,8776,73,6,479,127100,25848,37.718147,-81.428265,GLEN ROGERS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.718147,-81.428265&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",155
386,51.3,41,51.6,474,457,0,0,0,0,15,107,26,0,72,40,0,0,196,,19290,121,41,,52700,25849,37.729977,-81.279707,GLEN WHITE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.729977,-81.279707&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",139
387,,,,114,114,0,0,0,0,0,0,50,0,0,0,0,0,0,,,0,0,,,25853,37.640411,-81.312103,HELEN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.640411,-81.312103&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",123
388,48.6,49.7,47.5,1215,1215,0,0,0,0,13,374,76,78,71,24,0,0,107,42955,24522,603,53,,93100,25854,38.136747,-80.979861,HICO,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.136747,-80.979861&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",118
389,64.7,64.2,72.6,224,224,0,0,0,0,15,36,4,0,20,0,0,0,191,,7218,0,0,,,25855,37.936058,-81.156062,HILLTOP,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.936058,-81.156062&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",139
390,64.1,68.1,53,186,186,0,0,0,0,0,33,16,0,0,0,0,0,45,31429,11670,49,0,,55000,25857,37.64425,-81.281535,JOSEPHINE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.64425,-81.281535&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",149
391,52.4,51.6,52.8,187,187,0,0,0,0,7,17,46,0,14,14,13,0,68,38036,35283,88,28,,328000,25862,38.085516,-81.061427,LANSING,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.085516,-81.061427&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",135
392,49.6,49.1,56,275,275,0,0,0,0,0,91,32,0,12,0,0,0,81,28864,20186,99,0,,,25864,37.876046,-81.036063,LAYLAND,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.876046,-81.036063&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",135
393,36.3,36.7,35.3,1299,1255,37,0,0,9,2,360,56,65,143,13,0,0,157,60625,23376,538,3,752,108400,25865,37.71154,-81.362406,LESTER,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.71154,-81.362406&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",142
394,56.5,60.8,56.2,255,255,0,0,0,0,0,112,26,15,25,0,0,0,0,46111,25955,96,15,,,25868,38.086709,-80.958315,LOOKOUT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.086709,-80.958315&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",128
395,46,,46.2,81,81,0,0,0,0,0,31,10,0,0,0,0,0,18,,13610,24,14,,,25870,37.630165,-81.389346,MABEN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.630165,-81.389346&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",117
396,39.7,39.9,39.5,582,454,100,8,0,0,0,150,66,8,0,24,0,0,149,36786,18911,175,27,508,128600,25871,37.769825,-81.210442,MABSCOTT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.769825,-81.210442&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",148
397,37.5,31,49.2,698,698,0,0,0,0,0,251,53,12,26,34,0,0,61,38938,23379,319,20,814,89500,25873,37.750066,-81.213823,MAC ARTHUR,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.750066,-81.213823&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",151
398,48.4,50.7,48.1,504,504,0,0,0,0,0,126,17,52,61,0,0,0,59,,34076,180,0,,74600,25875,37.679114,-81.460808,MC GRAWS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.679114,-81.460808&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",157
399,61.6,65.1,61.5,85,85,0,0,0,0,0,45,0,0,0,24,8,0,10,81198,64373,43,0,,164200,25876,37.631101,-81.449139,SAULSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.631101,-81.449139&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",166
400,46.5,53.2,40.2,945,873,0,0,72,72,0,298,105,0,41,23,0,0,141,27448,14585,239,0,,74400,25878,37.715436,-81.229778,MIDWAY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.715436,-81.229778&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",158
401,31.4,29.3,40.5,873,863,0,10,0,0,0,96,35,0,26,0,0,0,471,22548,9650,304,132,625,26500,25879,37.983629,-81.106037,MINDEN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.983629,-81.106037&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",150
402,40,39.6,40.6,6262,5617,314,0,95,183,53,1387,338,351,340,55,2,37,1718,34006,17807,2629,224,610,77500,25880,37.878948,-81.207573,MOUNT HOPE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.878948,-81.207573&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",150
403,37.7,36.1,39.6,2652,2483,38,6,0,20,6,584,74,161,271,102,0,3,464,40417,21510,1216,88,576,62700,25882,37.632143,-81.393396,MULLENS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.632143,-81.393396&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",118
404,42.1,40.9,45.6,11888,11122,687,18,20,153,159,2424,1009,452,794,320,34,8,2318,36166,19942,4721,373,621,80700,25901,37.950702,-81.11705,OAK HILL,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.950702,-81.11705&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",148
405,41.8,44.4,41.4,166,166,0,0,0,0,0,17,25,0,0,0,0,0,30,,24346,53,0,,,25902,37.569827,-81.217459,ODD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.569827,-81.217459&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",165
406,54.2,54.3,50.5,278,278,0,0,0,6,0,98,61,0,20,31,0,0,11,29338,22904,101,22,,,25904,37.928234,-81.283417,PAX,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.928234,-81.283417&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",144
407,48.1,39.8,50.2,308,308,0,0,0,0,0,70,8,0,59,0,9,0,9,53450,30258,121,0,,99900,25906,37.836755,-81.114354,PINEY VIEW,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.836755,-81.114354&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",145
408,18.9,18.1,,100,100,0,0,0,0,0,27,0,0,12,0,0,0,16,,11245,46,0,,,25907,37.856017,-81.086212,PRINCE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.856017,-81.086212&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",152
409,9.9,,10,110,110,0,0,0,0,0,0,16,0,0,0,0,0,94,,,19,0,,,25908,37.67532,-81.247167,PRINCEWICK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.67532,-81.247167&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",153
410,,,,14,6,8,0,0,0,0,8,0,6,0,0,0,0,0,,,6,0,,,25911,37.758042,-81.167172,RALEIGH,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.758042,-81.167172&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",146
411,23,35.1,20.9,325,325,0,0,0,0,0,62,24,12,0,0,0,0,20,38750,19207,69,0,,,25913,37.714061,-81.489465,RAVENCLIFF,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.714061,-81.489465&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",154
412,35.3,19.9,38.1,370,365,3,0,0,0,1,40,13,6,5,1,0,0,153,26159,12063,99,4,495,50000,25915,37.590131,-81.29126,RHODELL,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.590131,-81.29126&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",133
413,43.2,43.4,40.8,155,155,0,0,0,0,0,74,34,0,0,0,0,0,92,,5132,0,0,,,25916,37.675614,-81.498056,SABINE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.675614,-81.498056&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",151
414,41.7,42,41.3,2053,1729,190,69,13,12,22,632,168,69,43,0,0,0,330,30898,15303,664,46,473,59200,25917,37.991078,-81.218428,SCARBRO,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.991078,-81.218428&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",161
415,43.6,45.1,42.4,4183,3996,5,54,0,75,20,1123,254,122,281,171,44,0,458,43933,23116,1884,121,643,130900,25918,37.7532,-80.995641,SHADY SPRING,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.7532,-80.995641&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",134
416,62.1,62.8,61.4,253,253,0,0,0,0,0,65,26,0,31,15,0,0,14,43802,20721,110,0,,,25920,37.688595,-81.33404,SLAB FORK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.688595,-81.33404&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",151
417,30.4,28.5,34.1,2325,2253,32,0,0,0,29,538,88,132,66,46,0,0,598,39688,17230,1014,89,728,56600,25921,37.672258,-81.31412,SOPHIA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.672258,-81.31412&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",150
418,50.2,41.5,52.6,305,305,0,0,0,0,0,85,9,15,34,8,0,0,60,51635,22175,74,0,,123200,25922,37.465967,-81.105042,SPANISHBURG,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.465967,-81.105042&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",171
419,50.1,50.3,39.8,427,427,0,0,0,0,0,114,79,0,0,16,0,0,133,27550,15463,68,11,,,25928,37.558121,-81.332573,STEPHENSON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.558121,-81.332573&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",136
420,58,,,60,60,0,0,0,0,0,60,0,0,0,0,0,0,0,,57445,48,0,,,25932,37.752007,-81.299566,SURVEYOR,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.752007,-81.299566&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",134
421,54.6,54.9,42.4,79,79,0,0,0,0,0,11,0,3,2,2,0,0,35,80179,18725,33,0,,9999,25936,37.923452,-81.039103,THURMOND,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.923452,-81.039103&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",140
422,43.9,44.3,43.1,1233,1233,0,0,0,35,18,327,78,75,56,0,12,0,278,42813,21395,638,75,,77800,25938,38.153072,-81.046857,VICTOR,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.153072,-81.046857&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",112
423,55.8,55.3,57.8,227,227,0,0,0,0,0,137,25,22,0,0,0,0,0,,17756,82,18,,26600,25942,38.017647,-80.995148,WINONA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.017647,-80.995148&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",138
424,49.9,50.2,49.5,5953,5502,334,0,0,58,57,1379,464,220,414,217,28,29,928,35713,20802,2341,383,619,77400,25951,37.662049,-80.866432,HINTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.662049,-80.866432&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",178
425,36.3,37.8,31.7,929,929,0,0,0,0,0,178,65,48,26,16,0,0,122,29816,12310,232,13,594,64600,25958,38.022833,-80.75001,CHARMCO,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.022833,-80.75001&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",161
426,47.4,46.1,49.8,3648,3514,20,0,0,46,36,1058,145,187,203,107,5,0,676,31656,17662,1337,155,563,74000,25962,37.985767,-80.799157,RAINELLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.985767,-80.799157&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",164
427,41.3,38.9,44.7,942,942,0,0,0,0,0,190,68,7,92,40,0,0,127,36500,22753,444,0,434,106500,25969,37.617988,-81.001928,JUMPING BRANCH,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.617988,-81.001928&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",162
428,31.4,28.8,40.1,1122,1097,0,0,0,28,0,64,33,94,196,136,0,0,85,72981,25320,500,8,783,167600,25971,37.477419,-80.977446,LERONA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.477419,-80.977446&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",158
429,48.9,49.9,48.4,247,247,0,0,0,0,0,91,0,0,13,0,0,0,76,28077,13032,56,0,573,,25972,38.035716,-80.746126,LESLIE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.035716,-80.746126&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",162
430,48.9,48.3,49.3,2347,2295,0,45,0,13,15,639,135,119,103,66,22,25,547,36840,19620,854,41,560,75300,25976,37.848997,-80.842768,MEADOW BRIDGE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.848997,-80.842768&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",148
431,26.9,29.8,26,147,147,0,0,0,0,0,41,5,0,0,0,0,0,65,,10707,46,17,,58100,25977,37.798478,-80.903302,MEADOW CREEK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.798478,-80.903302&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",149
432,46.7,40.5,49.6,623,601,0,0,0,0,8,142,97,26,18,21,0,0,110,39792,22025,280,0,577,54700,25978,37.620672,-80.945014,NIMITZ,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.620672,-80.945014&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",160
433,59,53.7,59.2,699,699,0,0,0,48,25,177,51,88,30,21,10,0,54,42344,23121,275,0,,158500,25979,37.510942,-80.913482,PIPESTEM,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.510942,-80.913482&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",171
434,42.6,42.8,42.6,733,730,0,0,0,0,0,204,43,57,4,1,0,0,137,35673,19712,276,35,605,67000,25981,38.097057,-80.711083,QUINWOOD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.097057,-80.711083&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",106
435,39.1,34.4,46.8,1797,1665,40,0,0,43,2,551,111,49,98,36,0,0,390,35299,17842,668,70,595,72000,25984,38.029233,-80.597366,RUPERT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.029233,-80.597366&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",75
436,55.7,55.9,55.4,315,315,0,0,0,0,0,93,15,0,17,0,0,0,131,15913,12197,83,15,,65000,25985,37.783259,-80.813329,SANDSTONE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.783259,-80.813329&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",145
437,35.9,36.2,35.8,582,582,0,0,0,0,0,197,0,18,78,22,0,0,50,46889,25199,262,0,529,110200,25989,37.680938,-81.069851,WHITE OAK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.680938,-81.069851&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",162
438,43.8,41.3,46.2,42573,39654,1760,58,358,497,205,9389,1042,2181,5845,2271,771,308,6309,41423,27328,20846,1070,573,109300,26003,40.070163,-80.647242,WHEELING,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.070163,-80.647242&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",156
439,42.7,44.2,42.4,618,615,0,0,0,0,5,196,31,18,31,2,2,0,94,39464,18739,256,34,648,51000,26030,40.220169,-80.656289,BEECH BOTTOM,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.220169,-80.656289&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",146
440,47.5,42.5,48.3,1612,1532,69,0,0,8,5,472,98,109,69,33,0,0,390,31786,19596,830,65,449,64500,26031,40.009395,-80.729265,BENWOOD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.009395,-80.729265&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",163
441,19.9,19.9,20,1163,1047,75,0,30,74,0,66,4,23,53,41,4,41,15,56477,12614,614,48,465,108300,26032,40.192393,-80.54047,BETHANY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.192393,-80.54047&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",124
442,50.4,47.9,52.2,2850,2835,0,0,0,9,37,916,109,308,305,57,0,0,421,41012,24043,1132,64,495,108500,26033,39.83024,-80.578022,CAMERON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.83024,-80.578022&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",170
